year,month,bay_segment,source,tn_load,tp_load,tss_load,bod_load
1995,9,Lower Tampa Bay,AD,10.8078245,12.70359119,0,0
1995,9,Lower Tampa Bay,DPS,0.069287458,0.012501867,0.009037494,0.03313748
1995,9,Lower Tampa Bay,GWS,0.018738977,0.109126984,0,0
1995,9,Lower Tampa Bay,IPS,0.02307712,0.072308311,0,0
1995,9,Lower Tampa Bay,NPS,5.812355547,1.947000413,89.21083888,25.45511753
1995,10,Lower Tampa Bay,AD,10.59982144,13.14863346,0,0
1995,10,Lower Tampa Bay,DPS,0.081267814,0.013123013,0.007905429,0.031621717
1995,10,Lower Tampa Bay,GWS,0.001102293,0.004409171,0,0
1995,10,Lower Tampa Bay,IPS,0.02307712,0.072308311,0,0
1995,10,Lower Tampa Bay,NPS,5.354143243,1.805400897,82.7228014,23.60384297
1995,11,Lower Tampa Bay,AD,7.212376301,8.740915965,0,0
1995,11,Lower Tampa Bay,DPS,0.050765477,0.012691369,0.004587242,0.038227016
1995,11,Lower Tampa Bay,GWS,0.001102293,0.004409171,0,0
1995,11,Lower Tampa Bay,IPS,0.02307712,0.072308311,0,0
1995,11,Lower Tampa Bay,NPS,3.549949739,1.246221933,57.8389422,16.50526899
1995,12,Lower Tampa Bay,AD,1.667504224,2.924130608,0,0
1995,12,Lower Tampa Bay,DPS,0.004748966,0.012317629,0.010388362,0.03413319
1995,12,Lower Tampa Bay,GWS,0.001102293,0.004409171,0,0
1995,12,Lower Tampa Bay,IPS,0.02307712,0.072308311,0,0
1995,12,Lower Tampa Bay,NPS,1.574403541,0.577527295,26.80386772,7.64891317
1995,1,Middle Tampa Bay,AD,9.623269218,13.34663939,0,0
1995,1,Middle Tampa Bay,DPS,2.963994503,0.610984742,0.555602954,0.689592844
1995,1,Middle Tampa Bay,GWS,0.003306878,0.022045855,0,0
1995,1,Middle Tampa Bay,IPS,2.470257702,2.882772445,20.11290071,21.83817056
1995,1,Middle Tampa Bay,NPS,13.66733959,1.951888541,102.9870405,3.68776785
1995,2,Middle Tampa Bay,AD,9.304244821,7.026830906,0,0
1995,2,Middle Tampa Bay,DPS,3.609543466,0.778781068,0.481359139,0.670670268
1995,2,Middle Tampa Bay,GWS,0.003306878,0.022045855,0,0
1995,2,Middle Tampa Bay,IPS,2.472556079,2.883152971,20.29022586,21.90514315
1995,2,Middle Tampa Bay,NPS,16.47438086,3.963909202,101.6090177,8.334224003
1995,3,Middle Tampa Bay,AD,7.900026529,5.297473085,0,0
1995,3,Middle Tampa Bay,DPS,3.397651829,0.920778561,0.554695097,1.146771184
1995,3,Middle Tampa Bay,GWS,0.003306878,0.022045855,0,0
1995,3,Middle Tampa Bay,IPS,2.465941267,2.882049445,20.29897796,21.84996687
1995,3,Middle Tampa Bay,NPS,6.135344067,-0.387977428,49.15437712,8.014076111
1995,4,Middle Tampa Bay,AD,13.4746861,8.58680977,0,0
1995,4,Middle Tampa Bay,DPS,3.209643377,0.946202423,0.584822116,0.846784686
1995,4,Middle Tampa Bay,GWS,0.003306878,0.022045855,0,0
1995,4,Middle Tampa Bay,IPS,2.58812185,2.904145327,21.01449384,22.321185
1995,4,Middle Tampa Bay,NPS,4.710324176,-1.073928563,41.0843827,-3.211689845
1995,5,Middle Tampa Bay,AD,62.15394759,5.864431112,0,0
1995,5,Middle Tampa Bay,DPS,2.773883858,0.828323928,0.528087503,0.737811728
1995,5,Middle Tampa Bay,GWS,0.003306878,0.022045855,0,0
1995,5,Middle Tampa Bay,IPS,2.45185546,2.877825606,20.48809943,21.90514315
1995,5,Middle Tampa Bay,NPS,3.963559291,-1.605471815,38.0385272,-7.222877978
1995,6,Middle Tampa Bay,AD,44.09221298,45.08642648,0,0
1995,6,Middle Tampa Bay,DPS,2.010668505,0.550910725,0.435769611,0.728635538
1995,6,Middle Tampa Bay,GWS,0.017636684,0.104717813,0,0
1995,6,Middle Tampa Bay,IPS,2.431441504,2.916398266,22.14858841,22.02234519
1995,6,Middle Tampa Bay,NPS,24.32268942,4.026441985,393.9882771,61.63723001
1995,7,Middle Tampa Bay,AD,26.26245662,21.80152849,0,0
1995,7,Middle Tampa Bay,DPS,1.783126057,0.46524462,0.479561486,0.56685202
1995,7,Middle Tampa Bay,GWS,0.017636684,0.104717813,0,0
1995,7,Middle Tampa Bay,IPS,2.634335475,2.939217147,23.18222409,22.44954913
1995,7,Middle Tampa Bay,NPS,72.32740206,24.23165389,779.0438941,142.4877319
1995,8,Middle Tampa Bay,AD,96.1021807,40.73011353,0,0
1995,8,Middle Tampa Bay,DPS,1.901465249,0.427095099,0.373473632,0.60689034
1995,8,Middle Tampa Bay,GWS,0.017636684,0.104717813,0,0
1995,8,Middle Tampa Bay,IPS,3.053257908,3.100547522,26.09895652,23.06384507
1995,8,Middle Tampa Bay,NPS,300.6177205,75.33038944,6221.702559,1153.892728
1995,9,Middle Tampa Bay,AD,9.164421126,10.77192357,0,0
1995,9,Middle Tampa Bay,DPS,1.971128751,0.288972811,0.334763878,0.627095482
1995,9,Middle Tampa Bay,GWS,0.017636684,0.104717813,0,0
1995,9,Middle Tampa Bay,IPS,2.495335639,2.913417479,21.05622487,22.0905862
1995,9,Middle Tampa Bay,NPS,79.49693819,22.20575887,438.3865262,122.1665289
1995,10,Middle Tampa Bay,AD,12.169775,15.09609494,0,0
1995,10,Middle Tampa Bay,DPS,4.402214131,1.185322258,0.973110724,1.345206822
1995,10,Middle Tampa Bay,GWS,0.003306878,0.022045855,0,0
1995,10,Middle Tampa Bay,IPS,2.805586165,3.049341395,23.07022258,22.7738842
1995,10,Middle Tampa Bay,NPS,56.58425883,14.02406512,664.3658409,134.0060939
1995,11,Middle Tampa Bay,AD,5.982185663,7.250007484,0,0
1995,11,Middle Tampa Bay,DPS,2.064828623,0.363614805,0.330703057,0.438247083
1995,11,Middle Tampa Bay,GWS,0.003306878,0.022045855,0,0
1995,11,Middle Tampa Bay,IPS,2.520487145,2.889469704,20.32219005,21.93862945
1995,11,Middle Tampa Bay,NPS,39.05602173,8.36749971,216.7334663,47.20683853
1995,12,Middle Tampa Bay,AD,2.032939476,3.564956815,0,0
1995,12,Middle Tampa Bay,DPS,1.996881163,0.300815831,0.274703437,0.387785862
1995,12,Middle Tampa Bay,GWS,0.003306878,0.022045855,0,0
1995,12,Middle Tampa Bay,IPS,1.06387433,0.706294761,3.470600799,6.580718518
1995,12,Middle Tampa Bay,NPS,9.55431056,2.347044126,84.40609476,25.9144754
1995,1,Old Tampa Bay,AD,7.171432974,9.946155263,0,0
1995,1,Old Tampa Bay,DPS,6.224986353,5.633576551,3.674400366,6.674024207
1995,1,Old Tampa Bay,GWS,0.034171076,0.324074074,0,0
1995,1,Old Tampa Bay,IPS,0,0,0,0
1995,1,Old Tampa Bay,NPS,7.350034192,1.534597014,193.9587543,34.96926424
1995,2,Old Tampa Bay,AD,6.776671813,5.117935722,0,0
1995,2,Old Tampa Bay,DPS,6.251279817,5.607582041,4.71300714,6.310441848
1995,2,Old Tampa Bay,GWS,0.034171076,0.324074074,0,0
1995,2,Old Tampa Bay,IPS,0,0,0,0
1995,2,Old Tampa Bay,NPS,6.744451116,1.439385585,194.6609715,35.54913133
1995,3,Old Tampa Bay,AD,7.195850948,4.825278318,0,0
1995,3,Old Tampa Bay,DPS,5.720146333,5.586870704,3.569606363,7.097232543
1995,3,Old Tampa Bay,GWS,0.034171076,0.324074074,0,0
1995,3,Old Tampa Bay,IPS,0,0,0,0
1995,3,Old Tampa Bay,NPS,5.399305409,1.155402167,160.8729182,30.53132243
1995,4,Old Tampa Bay,AD,8.840451899,5.633621308,0,0
1995,4,Old Tampa Bay,DPS,5.779005909,5.720483584,3.091741264,6.763775799
1995,4,Old Tampa Bay,GWS,0.034171076,0.324074074,0,0
1995,4,Old Tampa Bay,IPS,0,0,0,0
1995,4,Old Tampa Bay,NPS,5.28331056,1.151244877,146.0393996,27.68972486
1995,5,Old Tampa Bay,AD,46.03714179,4.343757028,0,0
1995,5,Old Tampa Bay,DPS,5.882354521,5.412263926,2.840989238,5.407821054
1995,5,Old Tampa Bay,GWS,0.034171076,0.324074074,0,0
1995,5,Old Tampa Bay,IPS,0,0,0,0
1995,5,Old Tampa Bay,NPS,6.122803263,0.861820352,114.4434607,22.24104257
1995,6,Old Tampa Bay,AD,29.43128567,30.09491718,0,0
1995,6,Old Tampa Bay,DPS,6.808040862,5.806661656,3.204966648,6.608872713
1995,6,Old Tampa Bay,GWS,0.034171076,0.322971781,0,0
1995,6,Old Tampa Bay,IPS,0,0,0,0
1995,6,Old Tampa Bay,NPS,18.42924375,3.757112063,525.6972749,97.68357501
1995,7,Old Tampa Bay,AD,23.26304161,19.31159265,0,0
1995,7,Old Tampa Bay,DPS,6.376140511,5.903488573,3.40084685,5.534619359
1995,7,Old Tampa Bay,GWS,0.034171076,0.322971781,0,0
1995,7,Old Tampa Bay,IPS,0,0,0,0
1995,7,Old Tampa Bay,NPS,41.36149502,8.067733769,1161.279034,203.4368717
1995,8,Old Tampa Bay,AD,69.69972606,29.54020122,0,0
1995,8,Old Tampa Bay,DPS,6.916348172,6.446386492,3.457841045,7.201066302
1995,8,Old Tampa Bay,GWS,0.034171076,0.322971781,0,0
1995,8,Old Tampa Bay,IPS,0,0,0,0
1995,8,Old Tampa Bay,NPS,146.3600176,26.76867955,3835.883723,727.2857536
1995,9,Old Tampa Bay,AD,6.112021912,7.184112555,0,0
1995,9,Old Tampa Bay,DPS,7.919133794,6.088534398,3.573587591,7.890045661
1995,9,Old Tampa Bay,GWS,0.034171076,0.322971781,0,0
1995,9,Old Tampa Bay,IPS,0,0,0,0
1995,9,Old Tampa Bay,NPS,36.29848601,6.689548926,953.8805009,161.9154451
1995,10,Old Tampa Bay,AD,10.21724696,12.67406589,0,0
1995,10,Old Tampa Bay,DPS,8.569862462,6.201955017,3.709896601,6.813380571
1995,10,Old Tampa Bay,GWS,0.034171076,0.324074074,0,0
1995,10,Old Tampa Bay,IPS,0,0,0,0
1995,10,Old Tampa Bay,NPS,56.26052855,11.4363231,1480.475169,252.0469599
1995,11,Old Tampa Bay,AD,3.146650432,3.813529113,0,0
1995,11,Old Tampa Bay,DPS,7.295552455,6.026912677,3.396791977,5.899227706
1995,11,Old Tampa Bay,GWS,0.034171076,0.324074074,0,0
1995,11,Old Tampa Bay,IPS,0,0,0,0
1995,11,Old Tampa Bay,NPS,14.66221583,3.402979886,388.37319,76.32710281
1995,12,Old Tampa Bay,AD,1.639488556,2.875002414,0,0
1995,12,Old Tampa Bay,DPS,9.738390787,5.80080399,3.618898709,5.986741057
1995,12,Old Tampa Bay,GWS,0.034171076,0.324074074,0,0
1995,12,Old Tampa Bay,IPS,0,0,0,0
1995,12,Old Tampa Bay,NPS,6.280883445,1.312553297,169.3190508,32.74712963
1995,1,Remainder Lower Tampa Bay,AD,3.772046191,5.231500763,0,0
1995,1,Remainder Lower Tampa Bay,DPS,2.810371696,0.30613868,4.056048249,2.778381736
1995,1,Remainder Lower Tampa Bay,GWS,0,0.010802469,0,0
1995,1,Remainder Lower Tampa Bay,IPS,0.548718611,0,2.469233751,3.456927251
1995,1,Remainder Lower Tampa Bay,NPS,23.08126102,6.605799239,242.4529635,71.93686734
1995,2,Remainder Lower Tampa Bay,AD,4.12212185,3.113143923,0,0
1995,2,Remainder Lower Tampa Bay,DPS,2.556335852,0.360548424,2.811887803,2.016110209
1995,2,Remainder Lower Tampa Bay,GWS,0,0.010802469,0,0
1995,2,Remainder Lower Tampa Bay,IPS,0.956168183,0,3.031752774,1.725766964
1995,2,Remainder Lower Tampa Bay,NPS,25.23125036,6.725581934,248.3107255,73.22067122
1995,3,Remainder Lower Tampa Bay,AD,3.584997364,2.403970035,0,0
1995,3,Remainder Lower Tampa Bay,DPS,2.151345367,0.264879474,2.402962425,1.807324427
1995,3,Remainder Lower Tampa Bay,GWS,0,0.010802469,0,0
1995,3,Remainder Lower Tampa Bay,IPS,0.865772943,0,5.795868871,1.899890626
1995,3,Remainder Lower Tampa Bay,NPS,10.70342577,2.764347929,135.0544517,35.17068086
1995,4,Remainder Lower Tampa Bay,AD,6.108936105,3.892949479,0,0
1995,4,Remainder Lower Tampa Bay,DPS,5.925799076,0.240652758,2.333013613,1.55514054
1995,4,Remainder Lower Tampa Bay,GWS,0,0.010802469,0,0
1995,4,Remainder Lower Tampa Bay,IPS,0.543046236,0,1.157966238,0.818562341
1995,4,Remainder Lower Tampa Bay,NPS,12.82357102,3.313059616,146.8485314,39.85907073
1995,5,Remainder Lower Tampa Bay,AD,22.54313112,2.127019194,0,0
1995,5,Remainder Lower Tampa Bay,DPS,1.757905396,0.281044957,2.340926469,1.127775275
1995,5,Remainder Lower Tampa Bay,GWS,0,0.010802469,0,0
1995,5,Remainder Lower Tampa Bay,IPS,0.524578037,0,2.185741819,0.837867697
1995,5,Remainder Lower Tampa Bay,NPS,23.11633247,3.119735398,131.8358023,36.47641617
1995,6,Remainder Lower Tampa Bay,AD,16.76497228,17.14299735,0,0
1995,6,Remainder Lower Tampa Bay,DPS,2.139277032,0.28336043,2.701568962,2.096408597
1995,6,Remainder Lower Tampa Bay,GWS,0.019510582,0.096891534,0,0
1995,6,Remainder Lower Tampa Bay,IPS,0.725018882,0,1.445846904,1.005806542
1995,6,Remainder Lower Tampa Bay,NPS,59.92876463,16.55299367,633.1982622,185.0786311
1995,7,Remainder Lower Tampa Bay,AD,12.26862952,10.18468607,0,0
1995,7,Remainder Lower Tampa Bay,DPS,2.114985859,0.307352425,2.753491869,1.88795599
1995,7,Remainder Lower Tampa Bay,GWS,0.019510582,0.096891534,0,0
1995,7,Remainder Lower Tampa Bay,IPS,0.357186896,0,2.210217257,1.381385785
1995,7,Remainder Lower Tampa Bay,NPS,177.9719257,46.85782113,1676.396935,504.5564524
1995,8,Remainder Lower Tampa Bay,AD,36.85828548,15.62131204,0,0
1995,8,Remainder Lower Tampa Bay,DPS,2.867804394,0.705989267,16.50863898,3.65816246
1995,8,Remainder Lower Tampa Bay,GWS,0.019510582,0.096891534,0,0
1995,8,Remainder Lower Tampa Bay,IPS,0.347871871,0,1.596788917,0.769880371
1995,8,Remainder Lower Tampa Bay,NPS,291.0153861,67.43860284,3377.058021,877.1856433
1995,9,Remainder Lower Tampa Bay,AD,5.272495837,6.197327838,0,0
1995,9,Remainder Lower Tampa Bay,DPS,2.244425004,0.412129564,3.289118369,1.920612042
1995,9,Remainder Lower Tampa Bay,GWS,0.019510582,0.096891534,0,0
1995,9,Remainder Lower Tampa Bay,IPS,0.341127681,0,1.833729824,0.647198761
1995,9,Remainder Lower Tampa Bay,NPS,123.1046968,33.38453236,1332.55031,380.2709568
1995,10,Remainder Lower Tampa Bay,AD,5.307014168,6.583128262,0,0
1995,10,Remainder Lower Tampa Bay,DPS,2.357353494,0.42363504,3.294662171,1.840625154
1995,10,Remainder Lower Tampa Bay,GWS,0,0.010802469,0,0
1995,10,Remainder Lower Tampa Bay,IPS,0.257722705,0,1.692275595,1.117833421
1995,10,Remainder Lower Tampa Bay,NPS,93.58432688,25.22863136,1038.653668,292.4698374
1995,11,Remainder Lower Tampa Bay,AD,3.321325808,4.025223944,0,0
1995,11,Remainder Lower Tampa Bay,DPS,2.675648321,0.358444623,5.06031585,2.968683632
1995,11,Remainder Lower Tampa Bay,GWS,0,0.010802469,0,0
1995,11,Remainder Lower Tampa Bay,IPS,0.35320431,0,2.23696063,0.975516666
1995,11,Remainder Lower Tampa Bay,NPS,53.13135354,17.53088652,566.1415645,217.3672372
1995,12,Remainder Lower Tampa Bay,AD,0.828076677,1.452112877,0,0
1995,12,Remainder Lower Tampa Bay,DPS,1.860537013,0.141118853,2.48008764,1.687316117
1995,12,Remainder Lower Tampa Bay,GWS,0,0.010802469,0,0
1995,12,Remainder Lower Tampa Bay,IPS,0.518428735,0,3.904831819,2.359515397
1995,12,Remainder Lower Tampa Bay,NPS,10.58196591,3.066335876,163.4885923,48.92695574
1996,1,Hillsborough Bay,AD,6.12225726,6.818047776,0,0
1996,1,Hillsborough Bay,DPS,22.72782632,20.79506663,18.67396172,17.81872884
1996,1,Hillsborough Bay,GWS,18.6906114,0.726077543,0.068289472,0
1996,1,Hillsborough Bay,IPS,12.39839823,18.90520068,36.50757658,85.88500548
1996,1,Hillsborough Bay,NPS,127.7865606,92.55126393,2772.94563,64.09938681
1996,2,Hillsborough Bay,AD,1.355637604,3.028056505,0,0
1996,2,Hillsborough Bay,DPS,20.3329442,19.9023371,14.2079332,15.9787835
1996,2,Hillsborough Bay,GWS,18.02370281,0.713042698,0.065830067,0
1996,2,Hillsborough Bay,IPS,11.06247412,16.93696146,39.93601901,67.34386743
1996,2,Hillsborough Bay,NPS,70.07881757,25.08965057,1623.252663,57.95336741
1996,3,Hillsborough Bay,AD,9.691330892,5.89276434,0,0
1996,3,Hillsborough Bay,DPS,19.90822102,21.58281473,17.96974683,15.57849175
1996,3,Hillsborough Bay,GWS,16.63536882,0.692137757,0.060747298,0
1996,3,Hillsborough Bay,IPS,10.60257381,14.71611408,32.69600428,68.27334402
1996,3,Hillsborough Bay,NPS,78.06423221,48.6936861,1582.078633,114.3625878
1996,4,Hillsborough Bay,AD,10.23886126,4.035121152,0,0
1996,4,Hillsborough Bay,DPS,21.80868041,23.48946955,12.87138417,8.968616072
1996,4,Hillsborough Bay,GWS,16.98370252,0.699368407,0.062034386,0
1996,4,Hillsborough Bay,IPS,8.53287315,14.59345924,23.84067204,41.12280064
1996,4,Hillsborough Bay,NPS,106.6846256,57.24580302,2107.855777,132.4474085
1996,5,Hillsborough Bay,AD,4.904092134,2.952448182,0,0
1996,5,Hillsborough Bay,DPS,18.52448815,19.32968462,8.212873768,14.68569359
1996,5,Hillsborough Bay,GWS,17.73562453,0.710976798,0.064788919,0
1996,5,Hillsborough Bay,IPS,7.388037431,12.52722442,21.06835162,43.68794794
1996,5,Hillsborough Bay,NPS,45.09285198,17.89417194,895.335618,84.84337393
1996,6,Hillsborough Bay,AD,18.52662952,10.42323357,0,0
1996,6,Hillsborough Bay,DPS,20.70780792,19.09950087,10.98882936,15.0892396
1996,6,Hillsborough Bay,GWS,18.19959405,1.017420669,0.066239968,0
1996,6,Hillsborough Bay,IPS,10.95738353,14.54307056,34.93553674,68.08456294
1996,6,Hillsborough Bay,NPS,85.11941676,46.01534591,1680.325464,164.6131515
1996,7,Hillsborough Bay,AD,2.713906589,3.317942225,0,0
1996,7,Hillsborough Bay,DPS,24.27306803,19.22750055,10.51264663,9.284564468
1996,7,Hillsborough Bay,GWS,18.05735848,1.013239681,0.065707097,0
1996,7,Hillsborough Bay,IPS,13.79367374,19.80925845,68.51032391,102.4980973
1996,7,Hillsborough Bay,NPS,110.865653,113.466947,2185.950867,124.7823616
1996,8,Hillsborough Bay,AD,23.28154446,1.344830273,0,0
1996,8,Hillsborough Bay,DPS,24.5652938,21.52017684,13.23556285,43.92224853
1996,8,Hillsborough Bay,GWS,17.7573111,1.00733711,0.064600365,0
1996,8,Hillsborough Bay,IPS,8.306590175,14.83074927,34.12895681,56.94296623
1996,8,Hillsborough Bay,NPS,40.70305765,48.41195448,1048.845897,90.61445962
1996,9,Hillsborough Bay,AD,4.129225887,0.014258107,0,0
1996,9,Hillsborough Bay,DPS,22.82331769,20.92580217,20.57258202,18.19657589
1996,9,Hillsborough Bay,GWS,17.31912715,0.994794146,0.062960762,0
1996,9,Hillsborough Bay,IPS,8.029478794,16.69659934,25.18756015,51.04401923
1996,9,Hillsborough Bay,NPS,44.94011019,28.4100003,1028.133018,92.10023618
1996,10,Hillsborough Bay,AD,2.703675571,0.034082232,0,0
1996,10,Hillsborough Bay,DPS,24.95868725,20.95742247,20.32640321,16.79545488
1996,10,Hillsborough Bay,GWS,16.7776044,0.682546079,0.061198188,0
